aircraft_code,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,actual_departure,actual_arrival,seats_count,business_count,economy_count,ticket_economy,ticket_comfort,ticket_bisiness,ticket_total,economy_amount,comfort_amount,business_amount,total_amount,fuel_consumption_per_hour,fullness,flight_time_hours,fuel_price_per_ton
SU9,136823,PG0480,2017-02-05T09:25:00Z,2017-02-05T10:15:00Z,AAQ,EGO,Arrived,2017-02-05T09:27:00Z,2017-02-05T10:18:00Z,97,12,85,68,0,10,78,431400.00,,189000.00,620400.00,1.8,0.80412371134020618557,0.8333333333333334,51300
SU9,136827,PG0480,2017-02-18T09:25:00Z,2017-02-18T10:15:00Z,AAQ,EGO,Arrived,2017-02-18T09:26:00Z,2017-02-18T10:17:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136838,PG0480,2017-01-24T09:25:00Z,2017-01-24T10:15:00Z,AAQ,EGO,Arrived,2017-01-24T09:30:00Z,2017-01-24T10:21:00Z,97,12,85,76,0,10,86,481200.00,,189000.00,670200.00,1.8,0.88659793814432989691,0.8333333333333334,51300
SU9,136841,PG0480,2017-02-07T09:25:00Z,2017-02-07T10:15:00Z,AAQ,EGO,Arrived,2017-02-07T09:25:00Z,2017-02-07T10:16:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136844,PG0480,2017-02-28T09:25:00Z,2017-02-28T10:15:00Z,AAQ,EGO,Arrived,2017-02-28T09:26:00Z,2017-02-28T10:16:00Z,97,12,85,73,0,6,79,461700.00,,113400.00,575100.00,1.8,0.81443298969072164948,0.8333333333333334,51300
SU9,136855,PG0480,2017-01-11T09:25:00Z,2017-01-11T10:15:00Z,AAQ,EGO,Arrived,2017-01-11T12:07:00Z,2017-01-11T12:57:00Z,97,12,85,75,0,12,87,475500.00,,226800.00,702300.00,1.8,0.89690721649484536082,0.8333333333333334,51300
SU9,136857,PG0480,2017-02-13T09:25:00Z,2017-02-13T10:15:00Z,AAQ,EGO,Arrived,2017-02-13T09:31:00Z,2017-02-13T10:21:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136861,PG0480,2017-02-12T09:25:00Z,2017-02-12T10:15:00Z,AAQ,EGO,Arrived,2017-02-12T09:28:00Z,2017-02-12T10:17:00Z,97,12,85,76,0,11,87,481200.00,,207900.00,689100.00,1.8,0.89690721649484536082,0.8333333333333334,51300
SU9,136869,PG0480,2017-01-31T09:25:00Z,2017-01-31T10:15:00Z,AAQ,EGO,Arrived,2017-01-31T09:26:00Z,2017-01-31T10:16:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136871,PG0480,2017-01-13T09:25:00Z,2017-01-13T10:15:00Z,AAQ,EGO,Arrived,2017-01-13T09:28:00Z,2017-01-13T10:18:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136875,PG0480,2017-02-16T09:25:00Z,2017-02-16T10:15:00Z,AAQ,EGO,Arrived,2017-02-16T09:29:00Z,2017-02-16T10:19:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136887,PG0480,2017-01-20T09:25:00Z,2017-01-20T10:15:00Z,AAQ,EGO,Arrived,2017-01-20T09:30:00Z,2017-01-20T10:19:00Z,97,12,85,70,0,8,78,444000.00,,151200.00,595200.00,1.8,0.80412371134020618557,0.8333333333333334,51300
SU9,136888,PG0480,2017-02-14T09:25:00Z,2017-02-14T10:15:00Z,AAQ,EGO,Arrived,2017-02-14T09:29:00Z,2017-02-14T10:19:00Z,97,12,85,69,0,10,79,437100.00,,189000.00,626100.00,1.8,0.81443298969072164948,0.8333333333333334,51300
SU9,136900,PG0480,2017-02-01T09:25:00Z,2017-02-01T10:15:00Z,AAQ,EGO,Arrived,2017-02-01T09:30:00Z,2017-02-01T10:21:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136907,PG0480,2017-01-16T09:25:00Z,2017-01-16T10:15:00Z,AAQ,EGO,Arrived,2017-01-16T09:31:00Z,2017-01-16T10:22:00Z,97,12,85,84,0,12,96,532200.00,,226800.00,759000.00,1.8,0.98969072164948453608,0.8333333333333334,51300
SU9,136922,PG0480,2017-02-11T09:25:00Z,2017-02-11T10:15:00Z,AAQ,EGO,Arrived,2017-02-11T09:27:00Z,2017-02-11T10:17:00Z,97,12,85,66,0,10,76,418800.00,,189000.00,607800.00,1.8,0.78350515463917525773,0.8333333333333334,51300
SU9,136927,PG0480,2017-01-22T09:25:00Z,2017-01-22T10:15:00Z,AAQ,EGO,Arrived,2017-01-22T09:28:00Z,2017-01-22T10:19:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136936,PG0480,2017-01-02T09:25:00Z,2017-01-02T10:15:00Z,AAQ,EGO,Arrived,2017-01-02T09:28:00Z,2017-01-02T10:18:00Z,97,12,85,73,0,9,82,462300.00,,170100.00,632400.00,1.8,0.84536082474226804124,0.8333333333333334,51300
SU9,136937,PG0480,2017-01-03T09:25:00Z,2017-01-03T10:15:00Z,AAQ,EGO,Arrived,2017-01-03T09:29:00Z,2017-01-03T10:19:00Z,97,12,85,72,0,9,81,456000.00,,170100.00,626100.00,1.8,0.83505154639175257732,0.8333333333333334,51300
SU9,136951,PG0480,2017-02-02T09:25:00Z,2017-02-02T10:15:00Z,AAQ,EGO,Arrived,2017-02-02T09:28:00Z,2017-02-02T10:17:00Z,97,12,85,78,0,12,90,493800.00,,226800.00,720600.00,1.8,0.92783505154639175258,0.8333333333333334,51300
SU9,136953,PG0480,2017-02-27T09:25:00Z,2017-02-27T10:15:00Z,AAQ,EGO,Arrived,2017-02-27T09:27:00Z,2017-02-27T10:17:00Z,97,12,85,85,0,12,97,538500.00,,226800.00,765300.00,1.8,1.00000000000000000000,0.8333333333333334,51300
SU9,136956,PG0480,2017-02-04T09:25:00Z,2017-02-04T10:15:00Z,AAQ,EGO,Arrived,2017-02-04T09:33:00Z,2017-02-04T10:23:00Z,97,12,85,85,0,11,96,538500.00,,207900.00,746400.00,1.8,0.98969072164948453608,0.8333333333333334,51300
733,136523,PG0194,2017-01-10T06:10:00Z,2017-01-10T11:15:00Z,AAQ,NOZ,Arrived,2017-01-10T06:14:00Z,2017-01-10T11:26:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136513,PG0194,2017-02-28T06:10:00Z,2017-02-28T11:15:00Z,AAQ,NOZ,Arrived,2017-02-28T06:13:00Z,2017-02-28T11:23:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136514,PG0194,2017-02-07T06:10:00Z,2017-02-07T11:15:00Z,AAQ,NOZ,Arrived,2017-02-07T06:14:00Z,2017-02-07T11:13:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136560,PG0194,2017-01-24T06:10:00Z,2017-01-24T11:15:00Z,AAQ,NOZ,Arrived,2017-01-24T06:13:00Z,2017-01-24T11:18:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136544,PG0194,2017-01-31T06:10:00Z,2017-01-31T11:15:00Z,AAQ,NOZ,Arrived,2017-01-31T06:10:00Z,2017-01-31T11:14:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136511,PG0194,2017-02-21T06:10:00Z,2017-02-21T11:15:00Z,AAQ,NOZ,Arrived,2017-02-21T06:15:00Z,2017-02-21T11:25:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136540,PG0194,2017-01-17T06:10:00Z,2017-01-17T11:15:00Z,AAQ,NOZ,Arrived,2017-01-17T06:14:00Z,2017-01-17T11:21:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136546,PG0194,2017-01-03T06:10:00Z,2017-01-03T11:15:00Z,AAQ,NOZ,Arrived,2017-01-03T06:13:00Z,2017-01-03T11:15:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
733,136567,PG0194,2017-02-14T06:10:00Z,2017-02-14T11:15:00Z,AAQ,NOZ,Arrived,2017-02-14T06:12:00Z,2017-02-14T11:23:00Z,130,12,118,,,,,,,,,2.6,,5.083333333333333,51300
